ubigeo,departamento_folder,dpto,prov,dist,urbano_pdf,rustico_pdf,urb_min_soles_m2,urb_max_soles_m2,rus_min_soles_ha,rus_max_soles_ha
120202,12_JUNIN,JUNIN,CONCEPCION,ACO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120202_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120202_RUSTICO2026.pdf,7.9,43.0,1181.0,24608.0
120203,12_JUNIN,JUNIN,CONCEPCION,ANDAMARCA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120203_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120203_RUSTICO2026.pdf,7.97,32.0,1312.0,27338.0
120204,12_JUNIN,JUNIN,CONCEPCION,CHAMBARA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120204_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120204_RUSTICO2026.pdf,7.0,33.0,1181.0,24608.0
120205,12_JUNIN,JUNIN,CONCEPCION,COCHAS,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120205_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120205_RUSTICO2026.pdf,7.0,32.0,1181.0,24608.0
120206,12_JUNIN,JUNIN,CONCEPCION,COMAS,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120206_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120206_RUSTICO2026.pdf,6.93,36.0,1063.0,22141.0
120207,12_JUNIN,JUNIN,CONCEPCION,HEROINAS TOLEDO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120207_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120207_RUSTICO2026.pdf,7.64,38.0,1181.0,24608.0
120208,12_JUNIN,JUNIN,CONCEPCION,MANZANARES,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120208_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120208_RUSTICO2026.pdf,7.77,41.0,1181.0,24608.0
120209,12_JUNIN,JUNIN,CONCEPCION,MARISCAL CASTILLA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120209_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120209_RUSTICO2026.pdf,7.0,38.0,1063.0,22141.0
120210,12_JUNIN,JUNIN,CONCEPCION,MATAHUASI,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120210_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120210_RUSTICO2026.pdf,8.0,48.0,1220.0,25424.0
120211,12_JUNIN,JUNIN,CONCEPCION,MITO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120211_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120211_RUSTICO2026.pdf,8.0,44.0,1220.0,25424.0
120212,12_JUNIN,JUNIN,CONCEPCION,NUEVE DE JULIO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120212_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120212_RUSTICO2026.pdf,8.0,42.0,1220.0,25424.0
120213,12_JUNIN,JUNIN,CONCEPCION,ORCOTUNA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120213_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120213_RUSTICO2026.pdf,8.59,53.0,1220.0,25424.0
120214,12_JUNIN,JUNIN,CONCEPCION,SAN JOSE DE QUERO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120214_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120214_RUSTICO2026.pdf,6.74,32.0,1063.0,22141.0
120215,12_JUNIN,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120215_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120215_RUSTICO2026.pdf,7.0,42.0,1063.0,22141.0
120301,12_JUNIN,JUNIN,CHANCHAMAYO,CHANCHAMAYO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120301_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120301_RUSTICO2026.pdf,7.56,93.0,,
120302,12_JUNIN,JUNIN,CHANCHAMAYO,PERENE,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120302_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120302_RUSTICO2026.pdf,7.0,83.0,,
120303,12_JUNIN,JUNIN,CHANCHAMAYO,PICHANAQUI,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120303_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120303_RUSTICO2026.pdf,7.0,82.0,,
120304,12_JUNIN,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120304_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120304_RUSTICO2026.pdf,6.0,72.0,,
120305,12_JUNIN,JUNIN,CHANCHAMAYO,SAN RAMON,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120305_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120305_RUSTICO2026.pdf,8.0,109.0,,
120306,12_JUNIN,JUNIN,CHANCHAMAYO,VITOC,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120306_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120306_RUSTICO2026.pdf,6.62,75.0,,
120401,12_JUNIN,JUNIN,JAUJA,JAUJA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120401_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120401_RUSTICO2026.pdf,8.0,50.0,1134.0,23621.0
120402,12_JUNIN,JUNIN,JAUJA,ACOLLA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120402_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120402_RUSTICO2026.pdf,7.66,43.0,1134.0,23621.0
120403,12_JUNIN,JUNIN,JAUJA,APATA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120403_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120403_RUSTICO2026.pdf,7.74,44.0,1134.0,23621.0
120404,12_JUNIN,JUNIN,JAUJA,ATAURA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120404_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120404_RUSTICO2026.pdf,7.58,41.0,1134.0,23621.0
120405,12_JUNIN,JUNIN,JAUJA,CANCHAYLLO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120405_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120405_RUSTICO2026.pdf,7.0,37.0,1134.0,23621.0
120406,12_JUNIN,JUNIN,JAUJA,CURICACA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120406_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120406_RUSTICO2026.pdf,6.87,31.0,1095.0,22813.0
120407,12_JUNIN,JUNIN,JAUJA,EL MANTARO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120407_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120407_RUSTICO2026.pdf,7.7,44.0,1134.0,23621.0
120408,12_JUNIN,JUNIN,JAUJA,HUAMALI,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120408_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120408_RUSTICO2026.pdf,7.62,46.0,1095.0,22813.0
120409,12_JUNIN,JUNIN,JAUJA,HUARIPAMPA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120409_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120409_RUSTICO2026.pdf,7.83,46.0,1134.0,23621.0
120410,12_JUNIN,JUNIN,JAUJA,HUERTAS,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120410_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120410_RUSTICO2026.pdf,7.53,40.0,1134.0,23621.0
120411,12_JUNIN,JUNIN,JAUJA,JANJAILLO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120411_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120411_RUSTICO2026.pdf,7.0,37.0,1095.0,22813.0
120412,12_JUNIN,JUNIN,JAUJA,JULCAN,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120412_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120412_RUSTICO2026.pdf,7.0,36.0,1134.0,23621.0
120413,12_JUNIN,JUNIN,JAUJA,LEONOR ORDOÑEZ,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120413_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120413_RUSTICO2026.pdf,7.74,44.0,1134.0,23621.0
120414,12_JUNIN,JUNIN,JAUJA,LLOCLLAPAMPA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120414_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120414_RUSTICO2026.pdf,8.0,58.0,1134.0,23621.0
120415,12_JUNIN,JUNIN,JAUJA,MARCO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120415_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120415_RUSTICO2026.pdf,7.0,39.0,1095.0,22813.0
120416,12_JUNIN,JUNIN,JAUJA,MASMA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120416_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120416_RUSTICO2026.pdf,7.0,39.0,1134.0,23621.0
120417,12_JUNIN,JUNIN,JAUJA,MASMA CHICCHE,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120417_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120417_RUSTICO2026.pdf,7.0,37.0,1095.0,22813.0
120418,12_JUNIN,JUNIN,JAUJA,MOLINOS,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120418_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120418_RUSTICO2026.pdf,7.85,51.0,1095.0,22813.0
120419,12_JUNIN,JUNIN,JAUJA,MONOBAMBA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120419_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120419_RUSTICO2026.pdf,6.0,26.0,1055.0,21986.0
120420,12_JUNIN,JUNIN,JAUJA,MUQUI,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120420_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120420_RUSTICO2026.pdf,7.89,47.0,1134.0,23621.0
120421,12_JUNIN,JUNIN,JAUJA,MUQUIYAUYO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120421_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120421_RUSTICO2026.pdf,7.72,44.0,1134.0,23621.0
120422,12_JUNIN,JUNIN,JAUJA,PACA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120422_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120422_RUSTICO2026.pdf,7.0,40.0,1095.0,22813.0
120423,12_JUNIN,JUNIN,JAUJA,PACCHA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120423_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120423_RUSTICO2026.pdf,7.0,41.0,1095.0,22813.0
120424,12_JUNIN,JUNIN,JAUJA,PANCAN,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120424_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120424_RUSTICO2026.pdf,7.53,40.0,1134.0,23621.0
120425,12_JUNIN,JUNIN,JAUJA,PARCO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120425_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120425_RUSTICO2026.pdf,8.0,58.0,1134.0,23621.0
120426,12_JUNIN,JUNIN,JAUJA,POMACANCHA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120426_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120426_RUSTICO2026.pdf,6.87,31.0,1095.0,22813.0
120427,12_JUNIN,JUNIN,JAUJA,RICRAN,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120427_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120427_RUSTICO2026.pdf,7.0,35.0,1095.0,22813.0
120428,12_JUNIN,JUNIN,JAUJA,SAN LORENZO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120428_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120428_RUSTICO2026.pdf,7.83,46.0,1134.0,23621.0
120429,12_JUNIN,JUNIN,JAUJA,SAN PEDRO DE CHUNAN,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120429_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120429_RUSTICO2026.pdf,6.91,36.0,1055.0,21986.0
120430,12_JUNIN,JUNIN,JAUJA,SAUSA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120430_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120430_RUSTICO2026.pdf,8.0,53.0,1134.0,23621.0
120431,12_JUNIN,JUNIN,JAUJA,SINCOS,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120431_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120431_RUSTICO2026.pdf,7.0,42.0,1095.0,22813.0
120432,12_JUNIN,JUNIN,JAUJA,TUNAN MARCA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120432_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120432_RUSTICO2026.pdf,7.0,37.0,1095.0,22813.0
120433,12_JUNIN,JUNIN,JAUJA,YAULI,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120433_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120433_RUSTICO2026.pdf,7.0,36.0,1095.0,22813.0
120434,12_JUNIN,JUNIN,JAUJA,YAUYOS,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120434_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120434_RUSTICO2026.pdf,7.95,48.0,1134.0,23621.0
120501,12_JUNIN,JUNIN,JUNIN,JUNIN,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120501_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120501_RUSTICO2026.pdf,5.0,37.0,1363.0,15147.0
120502,12_JUNIN,JUNIN,JUNIN,CARHUAMAYO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120502_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120502_RUSTICO2026.pdf,5.0,37.0,1363.0,15147.0
120503,12_JUNIN,JUNIN,JUNIN,ONDORES,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120503_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120503_RUSTICO2026.pdf,4.52,27.0,1218.0,13529.0
120504,12_JUNIN,JUNIN,JUNIN,ULCUMAYO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120504_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120504_RUSTICO2026.pdf,4.99,36.0,1218.0,13529.0
120601,12_JUNIN,JUNIN,SATIPO,SATIPO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120601_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120601_RUSTICO2026.pdf,9.82,138.0,,
120602,12_JUNIN,JUNIN,SATIPO,COVIRIALI,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120602_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120602_RUSTICO2026.pdf,5.97,71.0,,
120603,12_JUNIN,JUNIN,SATIPO,LLAYLLA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120603_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120603_RUSTICO2026.pdf,5.69,66.0,,
120604,12_JUNIN,JUNIN,SATIPO,MAZAMARI,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120604_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120604_RUSTICO2026.pdf,8.7,125.0,,
120605,12_JUNIN,JUNIN,SATIPO,PAMPA HERMOSA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120605_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120605_RUSTICO2026.pdf,6.53,82.0,,
120606,12_JUNIN,JUNIN,SATIPO,PANGOA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120606_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120606_RUSTICO2026.pdf,7.87,109.0,,
120607,12_JUNIN,JUNIN,SATIPO,RIO NEGRO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120607_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120607_RUSTICO2026.pdf,9.82,138.0,,
120608,12_JUNIN,JUNIN,SATIPO,RIO TAMBO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120608_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120608_RUSTICO2026.pdf,5.0,64.0,,
120609,12_JUNIN,JUNIN,SATIPO,VIZCATAN DEL ENE,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120609_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120609_RUSTICO2026.pdf,7.87,109.0,,
120701,12_JUNIN,JUNIN,TARMA,TARMA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120701_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120701_RUSTICO2026.pdf,9.0,51.0,1014.0,28177.0
120702,12_JUNIN,JUNIN,TARMA,ACOBAMBA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120702_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120702_RUSTICO2026.pdf,8.81,44.0,1014.0,28177.0
120703,12_JUNIN,JUNIN,TARMA,HUARICOLCA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120703_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120703_RUSTICO2026.pdf,8.7,42.0,1014.0,28176.0
120704,12_JUNIN,JUNIN,TARMA,HUASAHUASI,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120704_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120704_RUSTICO2026.pdf,9.0,49.0,1014.0,28176.0
120705,12_JUNIN,JUNIN,TARMA,LA UNION,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120705_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120705_RUSTICO2026.pdf,6.97,41.0,1015.0,21139.0
120706,12_JUNIN,JUNIN,TARMA,PALCA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120706_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120706_RUSTICO2026.pdf,8.95,47.0,1014.0,28177.0
120707,12_JUNIN,JUNIN,TARMA,PALCAMAYO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120707_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120707_RUSTICO2026.pdf,8.0,38.0,1014.0,28176.0
120708,12_JUNIN,JUNIN,TARMA,SAN PEDRO DE CAJAS,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120708_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120708_RUSTICO2026.pdf,8.66,42.0,1014.0,28176.0
120709,12_JUNIN,JUNIN,TARMA,TAPO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120709_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120709_RUSTICO2026.pdf,6.84,38.0,1015.0,21139.0
120801,12_JUNIN,JUNIN,YAULI,LA OROYA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120801_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120801_RUSTICO2026.pdf,8.0,50.0,1177.0,24519.0
120802,12_JUNIN,JUNIN,YAULI,CHACAPALPA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120802_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120802_RUSTICO2026.pdf,5.92,23.0,1226.0,20436.0
120803,12_JUNIN,JUNIN,YAULI,HUAY,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120803_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120803_RUSTICO2026.pdf,6.84,42.0,1226.0,20436.0
120804,12_JUNIN,JUNIN,YAULI,MARCAPOMACOCHA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120804_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120804_RUSTICO2026.pdf,6.75,40.0,1226.0,20436.0
120805,12_JUNIN,JUNIN,YAULI,MOROCOCHA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120805_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120805_RUSTICO2026.pdf,6.0,52.0,1373.0,15253.0
120806,12_JUNIN,JUNIN,YAULI,PACCHA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120806_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120806_RUSTICO2026.pdf,5.55,40.0,1373.0,15253.0
120807,12_JUNIN,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120807_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120807_RUSTICO2026.pdf,7.0,45.0,1226.0,20436.0
120808,12_JUNIN,JUNIN,YAULI,SANTA ROSA DE SACCO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120808_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120808_RUSTICO2026.pdf,5.0,37.0,1373.0,15253.0
120809,12_JUNIN,JUNIN,YAULI,SUITUCANCHA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120809_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120809_RUSTICO2026.pdf,6.0,29.0,1226.0,20436.0
120810,12_JUNIN,JUNIN,YAULI,YAULI,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120810_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120810_RUSTICO2026.pdf,5.87,46.0,1373.0,15253.0
120901,12_JUNIN,JUNIN,CHUPACA,CHUPACA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120901_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120901_RUSTICO2026.pdf,8.87,59.0,1220.0,25408.0
120902,12_JUNIN,JUNIN,CHUPACA,AHUAC,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120902_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120902_RUSTICO2026.pdf,7.84,39.0,1220.0,25408.0
120903,12_JUNIN,JUNIN,CHUPACA,CHONGOS BAJO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120903_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120903_RUSTICO2026.pdf,7.96,41.0,1220.0,25408.0
120904,12_JUNIN,JUNIN,CHUPACA,HUACHAC,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120904_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120904_RUSTICO2026.pdf,7.84,39.0,1220.0,25408.0
