ubigeo,departamento_folder,dpto,prov,dist,urbano_pdf,rustico_pdf,urb_min_soles_m2,urb_max_soles_m2,rus_min_soles_ha,rus_max_soles_ha
100901,10_HUANUCO,HUANUCO,PUERTO INCA,PUERTO INCA,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\URBANO\100901_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\RUSTICO\100901_RUSTICO2026.pdf,2.0,39.0,,
100902,10_HUANUCO,HUANUCO,PUERTO INCA,CODO DEL POZUZO,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\URBANO\100902_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\RUSTICO\100902_RUSTICO2026.pdf,2.0,39.0,,
100903,10_HUANUCO,HUANUCO,PUERTO INCA,HONORIA,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\URBANO\100903_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\RUSTICO\100903_RUSTICO2026.pdf,2.58,42.0,,
100904,10_HUANUCO,HUANUCO,PUERTO INCA,TOURNAVISTA,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\URBANO\100904_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\RUSTICO\100904_RUSTICO2026.pdf,4.83,86.0,,
100905,10_HUANUCO,HUANUCO,PUERTO INCA,YUYAPICHIS,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\URBANO\100905_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\RUSTICO\100905_RUSTICO2026.pdf,2.58,42.0,,
101001,10_HUANUCO,HUANUCO,LAURICOCHA,JESUS,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\URBANO\101001_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\RUSTICO\101001_RUSTICO2026.pdf,5.74,34.0,1031.0,17186.0
101002,10_HUANUCO,HUANUCO,LAURICOCHA,BAÑOS,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\URBANO\101002_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\RUSTICO\101002_RUSTICO2026.pdf,5.8,36.0,1031.0,17186.0
101003,10_HUANUCO,HUANUCO,LAURICOCHA,JIVIA,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\URBANO\101003_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\RUSTICO\101003_RUSTICO2026.pdf,5.52,30.0,1031.0,17186.0
101004,10_HUANUCO,HUANUCO,LAURICOCHA,QUEROPALCA,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\URBANO\101004_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\RUSTICO\101004_RUSTICO2026.pdf,4.82,16.0,1031.0,17186.0
101005,10_HUANUCO,HUANUCO,LAURICOCHA,RONDOS,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\URBANO\101005_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\RUSTICO\101005_RUSTICO2026.pdf,5.0,28.0,1031.0,17186.0
101006,10_HUANUCO,HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\URBANO\101006_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\RUSTICO\101006_RUSTICO2026.pdf,5.0,25.0,1031.0,17186.0
101007,10_HUANUCO,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\URBANO\101007_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\RUSTICO\101007_RUSTICO2026.pdf,5.71,34.0,1031.0,17186.0
101101,10_HUANUCO,HUANUCO,YAROWILCA,CHAVINILLO,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\URBANO\101101_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\RUSTICO\101101_RUSTICO2026.pdf,6.0,38.0,1118.0,18628.0
101102,10_HUANUCO,HUANUCO,YAROWILCA,CAHUAC,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\URBANO\101102_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\RUSTICO\101102_RUSTICO2026.pdf,6.0,37.0,1118.0,18628.0
101103,10_HUANUCO,HUANUCO,YAROWILCA,CHACABAMBA,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\URBANO\101103_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\RUSTICO\101103_RUSTICO2026.pdf,6.0,39.0,1118.0,18628.0
101104,10_HUANUCO,HUANUCO,YAROWILCA,APARICIO POMARES,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\URBANO\101104_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\RUSTICO\101104_RUSTICO2026.pdf,6.0,36.0,1118.0,18628.0
101105,10_HUANUCO,HUANUCO,YAROWILCA,JACAS CHICO,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\URBANO\101105_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\RUSTICO\101105_RUSTICO2026.pdf,6.0,35.0,1118.0,18628.0
101106,10_HUANUCO,HUANUCO,YAROWILCA,OBAS,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\URBANO\101106_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\RUSTICO\101106_RUSTICO2026.pdf,6.0,33.0,1118.0,18628.0
101107,10_HUANUCO,HUANUCO,YAROWILCA,PAMPAMARCA,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\URBANO\101107_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\RUSTICO\101107_RUSTICO2026.pdf,6.0,38.0,1118.0,18628.0
101108,10_HUANUCO,HUANUCO,YAROWILCA,CHORAS,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\URBANO\101108_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\10_HUANUCO\RUSTICO\101108_RUSTICO2026.pdf,6.0,40.0,1118.0,18628.0
110101,11_ICA,ICA,ICA,ICA,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110101_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110101_RUSTICO2026.pdf,17.0,81.0,,
110102,11_ICA,ICA,ICA,LA TINGUIÑA,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110102_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110102_RUSTICO2026.pdf,16.9,86.0,,
110103,11_ICA,ICA,ICA,LOS AQUIJES,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110103_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110103_RUSTICO2026.pdf,17.0,94.0,,
110104,11_ICA,ICA,ICA,OCUCAJE,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110104_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110104_RUSTICO2026.pdf,16.0,57.0,,
110105,11_ICA,ICA,ICA,PACHACUTEC,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110105_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110105_RUSTICO2026.pdf,15.0,58.0,,
110106,11_ICA,ICA,ICA,PARCONA,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110106_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110106_RUSTICO2026.pdf,18.0,92.0,,
110107,11_ICA,ICA,ICA,PUEBLO NUEVO,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110107_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110107_RUSTICO2026.pdf,15.0,56.0,,
110108,11_ICA,ICA,ICA,SALAS,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110108_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110108_RUSTICO2026.pdf,17.98,91.0,,
110109,11_ICA,ICA,ICA,SAN JOSE DE LOS MOLINOS,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110109_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110109_RUSTICO2026.pdf,16.0,76.0,,
110110,11_ICA,ICA,ICA,SAN JUAN BAUTISTA,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110110_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110110_RUSTICO2026.pdf,16.0,71.0,,
110111,11_ICA,ICA,ICA,SANTIAGO,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110111_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110111_RUSTICO2026.pdf,18.0,93.0,,
110112,11_ICA,ICA,ICA,SUBTANJALLA,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110112_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110112_RUSTICO2026.pdf,17.0,75.0,,
110113,11_ICA,ICA,ICA,TATE,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110113_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110113_RUSTICO2026.pdf,15.0,55.0,,
110114,11_ICA,ICA,ICA,YAUCA DEL ROSARIO,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110114_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110114_RUSTICO2026.pdf,16.0,74.0,,
110201,11_ICA,ICA,CHINCHA,CHINCHA ALTA,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110201_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110201_RUSTICO2026.pdf,15.0,74.0,,
110202,11_ICA,ICA,CHINCHA,ALTO LARAN,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110202_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110202_RUSTICO2026.pdf,9.91,46.0,,
110203,11_ICA,ICA,CHINCHA,CHAVIN,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110203_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110203_RUSTICO2026.pdf,5.93,26.0,1202.0,20031.0
110204,11_ICA,ICA,CHINCHA,CHINCHA BAJA,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110204_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110204_RUSTICO2026.pdf,15.64,78.0,,
110205,11_ICA,ICA,CHINCHA,EL CARMEN,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110205_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110205_RUSTICO2026.pdf,15.79,81.0,,
110206,11_ICA,ICA,CHINCHA,GROCIO PRADO,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110206_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110206_RUSTICO2026.pdf,16.0,87.0,,
110207,11_ICA,ICA,CHINCHA,PUEBLO NUEVO,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110207_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110207_RUSTICO2026.pdf,12.0,65.0,,
110208,11_ICA,ICA,CHINCHA,SAN JUAN DE YANAC,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110208_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110208_RUSTICO2026.pdf,6.61,39.0,1202.0,20031.0
110209,11_ICA,ICA,CHINCHA,SAN PEDRO DE HUACARPANA,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110209_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110209_RUSTICO2026.pdf,4.95,32.0,1295.0,14393.0
110210,11_ICA,ICA,CHINCHA,SUNAMPE,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110210_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110210_RUSTICO2026.pdf,16.0,87.0,,
110211,11_ICA,ICA,CHINCHA,TAMBO DE MORA,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110211_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110211_RUSTICO2026.pdf,14.93,63.0,,
110301,11_ICA,ICA,NASCA,NASCA,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110301_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110301_RUSTICO2026.pdf,11.0,61.0,,
110302,11_ICA,ICA,NASCA,CHANGUILLO,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110302_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110302_RUSTICO2026.pdf,8.0,64.0,,
110303,11_ICA,ICA,NASCA,EL INGENIO,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110303_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110303_RUSTICO2026.pdf,7.0,40.0,,
110304,11_ICA,ICA,NASCA,MARCONA,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110304_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110304_RUSTICO2026.pdf,8.0,63.0,,
110305,11_ICA,ICA,NASCA,VISTA ALEGRE,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110305_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110305_RUSTICO2026.pdf,11.0,65.0,,
110401,11_ICA,ICA,PALPA,PALPA,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110401_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110401_RUSTICO2026.pdf,8.75,65.0,,
110402,11_ICA,ICA,PALPA,LLIPATA,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110402_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110402_RUSTICO2026.pdf,7.92,49.0,,
110403,11_ICA,ICA,PALPA,RIO GRANDE,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110403_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110403_RUSTICO2026.pdf,7.6,51.0,1042.0,21703.0
110404,11_ICA,ICA,PALPA,SANTA CRUZ,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110404_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110404_RUSTICO2026.pdf,8.6,62.0,,
110405,11_ICA,ICA,PALPA,TIBILLO,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110405_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110405_RUSTICO2026.pdf,7.0,51.0,1202.0,20038.0
110501,11_ICA,ICA,PISCO,PISCO,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110501_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110501_RUSTICO2026.pdf,15.76,80.0,,
110502,11_ICA,ICA,PISCO,HUANCANO,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110502_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110502_RUSTICO2026.pdf,11.0,63.0,1036.0,21584.0
110503,11_ICA,ICA,PISCO,HUMAY,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110503_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110503_RUSTICO2026.pdf,12.0,79.0,,
110504,11_ICA,ICA,PISCO,INDEPENDENCIA,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110504_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110504_RUSTICO2026.pdf,10.95,55.0,,
110505,11_ICA,ICA,PISCO,PARACAS,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110505_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110505_RUSTICO2026.pdf,8.63,67.0,,
110506,11_ICA,ICA,PISCO,SAN ANDRES,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110506_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110506_RUSTICO2026.pdf,15.62,77.0,,
110507,11_ICA,ICA,PISCO,SAN CLEMENTE,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110507_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110507_RUSTICO2026.pdf,14.78,61.0,,
110508,11_ICA,ICA,PISCO,TUPAC AMARU INCA,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\URBANO\110508_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\11_ICA\RUSTICO\110508_RUSTICO2026.pdf,15.0,74.0,,
120101,12_JUNIN,JUNIN,HUANCAYO,HUANCAYO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120101_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120101_RUSTICO2026.pdf,9.95,58.0,1082.0,30062.0
120104,12_JUNIN,JUNIN,HUANCAYO,CARHUACALLANGA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120104_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120104_RUSTICO2026.pdf,6.65,34.0,1014.0,21122.0
120105,12_JUNIN,JUNIN,HUANCAYO,CHACAPAMPA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120105_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120105_RUSTICO2026.pdf,8.0,36.0,1326.0,27619.0
120106,12_JUNIN,JUNIN,HUANCAYO,CHICCHE,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120106_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120106_RUSTICO2026.pdf,6.0,31.0,1014.0,21122.0
120107,12_JUNIN,JUNIN,HUANCAYO,CHILCA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120107_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120107_RUSTICO2026.pdf,9.64,52.0,1082.0,30062.0
120108,12_JUNIN,JUNIN,HUANCAYO,CHONGOS ALTO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120108_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120108_RUSTICO2026.pdf,6.67,35.0,1014.0,21122.0
120111,12_JUNIN,JUNIN,HUANCAYO,CHUPURO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120111_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120111_RUSTICO2026.pdf,8.89,49.0,1326.0,27619.0
120112,12_JUNIN,JUNIN,HUANCAYO,COLCA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120112_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120112_RUSTICO2026.pdf,7.0,47.0,1014.0,21122.0
120113,12_JUNIN,JUNIN,HUANCAYO,CULLHUAS,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120113_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120113_RUSTICO2026.pdf,6.56,33.0,1014.0,21122.0
120114,12_JUNIN,JUNIN,HUANCAYO,EL TAMBO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120114_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120114_RUSTICO2026.pdf,9.98,70.0,1326.0,27619.0
120116,12_JUNIN,JUNIN,HUANCAYO,HUACRAPUQUIO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120116_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120116_RUSTICO2026.pdf,6.97,41.0,1014.0,21122.0
120117,12_JUNIN,JUNIN,HUANCAYO,HUALHUAS,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120117_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120117_RUSTICO2026.pdf,9.0,48.0,1082.0,30062.0
120119,12_JUNIN,JUNIN,HUANCAYO,HUANCAN,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120119_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120119_RUSTICO2026.pdf,9.85,68.0,1326.0,27619.0
120120,12_JUNIN,JUNIN,HUANCAYO,HUASICANCHA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120120_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120120_RUSTICO2026.pdf,6.57,33.0,1014.0,21122.0
120121,12_JUNIN,JUNIN,HUANCAYO,HUAYUCACHI,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120121_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120121_RUSTICO2026.pdf,9.88,69.0,1326.0,27619.0
120122,12_JUNIN,JUNIN,HUANCAYO,INGENIO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120122_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120122_RUSTICO2026.pdf,6.81,38.0,1014.0,21122.0
120124,12_JUNIN,JUNIN,HUANCAYO,PARIAHUANCA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120124_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120124_RUSTICO2026.pdf,7.0,43.0,1014.0,21122.0
120125,12_JUNIN,JUNIN,HUANCAYO,PILCOMAYO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120125_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120125_RUSTICO2026.pdf,10.67,73.0,1082.0,30062.0
120126,12_JUNIN,JUNIN,HUANCAYO,PUCARA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120126_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120126_RUSTICO2026.pdf,8.69,45.0,1326.0,27619.0
120127,12_JUNIN,JUNIN,HUANCAYO,QUICHUAY,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120127_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120127_RUSTICO2026.pdf,6.94,40.0,1014.0,21122.0
120128,12_JUNIN,JUNIN,HUANCAYO,QUILCAS,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120128_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120128_RUSTICO2026.pdf,6.99,41.0,1014.0,21122.0
120129,12_JUNIN,JUNIN,HUANCAYO,SAN AGUSTIN,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120129_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120129_RUSTICO2026.pdf,8.9,49.0,1326.0,27619.0
120130,12_JUNIN,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120130_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120130_RUSTICO2026.pdf,10.0,62.0,1082.0,30062.0
120132,12_JUNIN,JUNIN,HUANCAYO,SAÑO,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120132_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120132_RUSTICO2026.pdf,9.0,41.0,1082.0,30062.0
120133,12_JUNIN,JUNIN,HUANCAYO,SAPALLANGA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120133_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120133_RUSTICO2026.pdf,9.0,52.0,1326.0,27619.0
120134,12_JUNIN,JUNIN,HUANCAYO,SICAYA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120134_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120134_RUSTICO2026.pdf,9.79,55.0,1082.0,30062.0
120135,12_JUNIN,JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120135_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120135_RUSTICO2026.pdf,6.0,25.0,1014.0,21122.0
120136,12_JUNIN,JUNIN,HUANCAYO,VIQUES,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120136_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120136_RUSTICO2026.pdf,6.88,39.0,1014.0,21122.0
120201,12_JUNIN,JUNIN,CONCEPCION,CONCEPCION,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\URBANO\120201_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\12_JUNIN\RUSTICO\120201_RUSTICO2026.pdf,8.76,57.0,1220.0,25424.0
